Identifiant,Nom,Email,Âge,Ville,Sexe,Date d'inscription,Dernière connexion,Catégorie préférée,Appareil,produit acheté
401,Sanaa Chami,sanaa.chami@hotmail.com,47,Tétouan,Femme,2020-11-09,2024-09-07 06:23:49.744001,Électronique,téléphone,"Logitech R500s, télécommande de présentation laser, Bluetooth, récepteur USB-A, cliqueur de présentation avec pointeur laser pour PowerPoint, Google Slides, pour Windows/MacOS"
402,Mohamed El Harti,mohamed.el harti@gmail.com,49,Marrakech,Homme,2020-12-12,2024-07-23 01:41:13.238095,Mode,ordinateur portable,Jacket Homme-Automne noir
403,Mouna Rhani,mouna.rhani@yahoo.fr,34,Rabat,Femme,2024-10-27,2024-11-06 14:08:12.491012,Électronique,téléphone,Logitech K400 Plus Clavier sans Fil Touch TV avec Contrôle Média et Pavé Tactile - Noir
404,Nizar Chahboun,nizar.chahboun@gmail.com,68,Marrakech,Homme,2021-07-06,2024-05-08 19:49:08.764308,Sport,ordinateur portable,Adidas Chaussure Court Blanc
405,Anas El Harti,anas.el harti@hotmail.com,52,Fès,Homme,2022-11-04,2024-03-12 05:01:06.701644,Électronique,téléphone,Casque Gamer élaboré pour Le Confort 7.1 Son Effet 6D Stereo Noise-reduction
406,Fatima El Ghazoui,fatima.el ghazoui@yahoo.fr,44,Nador,Femme,2021-12-13,2024-08-15 19:53:40.621914,Beauté,téléphone,"Now Foods GTF Chrome (Chromium), 200 mcg, 250 comprimés"
407,Mounia Rhani,mounia.rhani@hotmail.com,26,Agadir,Femme,2020-07-17,2024-09-02 02:26:23.424108,Maison,ordinateur portable,Tableau moderne fleur jaune et doré 1 Pièce
408,Ismail Qachchach,ismail.qachchach@yahoo.fr,64,Meknès,Homme,2022-09-07,2024-04-14 00:09:35.562152,Maison,téléphone,Elit MARMITE POUR LES PÂTES
409,Hajar Toumi,hajar.toumi@hotmail.com,68,Casablanca,Femme,2020-02-03,2024-10-16 17:23:36.461818,Électronique,téléphone,Data Frog 64G 4K HD Console de jeu vidéo 2.4G Double contrôleur sans fil pour PS1/FC/GBA 10000 jeux Stick
410,Nizar Maaroufi,nizar.maaroufi@hotmail.com,33,Khouribga,Homme,2024-11-10,2024-03-18 10:40:46.644118,Maison,téléphone,Elit MARMITE POUR LES PÂTES
411,Meriem El Khattabi,meriem.el khattabi@yahoo.fr,66,Marrakech,Femme,2022-11-24,2024-05-28 11:06:11.740742,Mode,ordinateur portable,Jacket Homme-Automne noir
412,Rachid Essakalli,rachid.essakalli@hotmail.com,55,Meknès,Homme,2023-10-21,2024-08-02 09:26:25.240951,Électronique,ordinateur portable,Ge Souris Wired Gaming RGB - Noir
413,Leila Mekouar,leila.mekouar@yahoo.fr,28,Safi,Femme,2020-08-09,2024-08-31 21:32:28.005279,Beauté,ordinateur portable,Pretty by Flormar Crayon à sourcils Styler 401 Blonde
414,Farouk Bouanani,farouk.bouanani@hotmail.com,26,Fès,Homme,2021-03-15,2024-08-09 19:43:57.152266,Électronique,ordinateur portable,Lampe de travail à distance avec musique USB
415,Imran El Kabbaj,imran.el kabbaj@hotmail.com,18,Taza,Homme,2020-04-25,2024-03-24 23:46:42.239044,Sport,ordinateur portable,Adidas Chaussure Court Blanc
416,Othman El Idrissi,othman.el idrissi@hotmail.com,66,Casablanca,Homme,2023-05-29,2024-10-19 21:54:12.454465,Mode,téléphone,Jacket Homme-Automne noir
417,Hicham Alami,hicham.alami@hotmail.com,49,Meknès,Homme,2021-04-23,2024-04-06 09:51:56.712125,Maison,téléphone,Elit MARMITE POUR LES PÂTES
418,Soukaina Mouline,soukaina.mouline@gmail.com,36,Khouribga,Femme,2022-11-13,2024-09-09 08:07:04.397276,Sport,téléphone,Adidas Chaussure Court Blanc
419,Ikram El Asri,ikram.el asri@yahoo.fr,45,Tanger,Femme,2021-09-24,2024-03-23 12:43:04.286983,Sport,ordinateur portable,Adidas Chaussure Court Blanc
420,Manal El Fihri,manal.el fihri@yahoo.fr,21,Khouribga,Femme,2021-07-14,2024-04-19 10:45:33.933869,Beauté,ordinateur portable,Labello Pack de 2 Baumes à Lèvres - Blackberry Shine - 4.8g
421,Farah Essoufi,farah.essoufi@yahoo.fr,38,Agadir,Femme,2024-08-27,2024-07-01 17:38:22.569797,Beauté,téléphone,"Now Foods GTF Chrome (Chromium), 200 mcg, 250 comprimés"
422,Ahmed Boudarham,ahmed.boudarham@gmail.com,27,Beni Mellal,Homme,2023-02-17,2024-10-18 13:37:53.990913,Électronique,téléphone,"Data Frog Console de jeu vidéo avec manette sans fil, TV Game Stick, 2023 jeux intégrés"
423,Ahmed Sefiani,ahmed.sefiani@hotmail.com,19,Kénitra,Homme,2024-08-26,2024-06-25 20:10:18.887767,Électronique,téléphone,"Console de jeu vidéo sans fil, écran HD 4K 64Gb HDMI avec 10000 jeux + 2 Manettes"
424,Hicham Essoufi,hicham.essoufi@hotmail.com,26,Fès,Homme,2020-05-18,2024-11-04 23:04:05.266257,Mode,téléphone,Jacket Homme-Automne noir
425,Ilyas Ben El Mahjoub,ilyas.ben el mahjoub@hotmail.com,69,Tanger,Homme,2020-09-10,2024-03-09 13:15:47.891371,Électronique,ordinateur portable,"Manette de jeu sans fil Bluetooth contrôleur de jeu pour PS4, PS3, PC, TVBox"
426,Maha Essakalli,maha.essakalli@hotmail.com,42,Beni Mellal,Femme,2024-05-11,2024-10-25 22:48:56.795464,Maison,téléphone,Tableau moderne fleur jaune et doré 1 Pièce
427,Soukaina Chahboun,soukaina.chahboun@yahoo.fr,22,Rabat,Femme,2020-09-23,2024-10-30 18:20:10.834504,Électronique,téléphone,Casque stéréo de jeu HELLCRACK stéréo casque avec micro 3.5mm Plug Bass pour PS4
428,Imane Khalfi,imane.khalfi@yahoo.fr,65,Agadir,Femme,2023-11-11,2024-03-15 19:58:49.227685,Beauté,ordinateur portable,Pretty by Flormar Eyeliner styler 109 Teal
429,Aziz Essoufi,aziz.essoufi@gmail.com,24,Tétouan,Homme,2022-03-22,2024-03-23 13:51:36.320073,Maison,ordinateur portable,Elit MARMITE POUR LES PÂTES
430,Mohamed Sbaai,mohamed.sbaai@gmail.com,58,Marrakech,Homme,2021-09-06,2024-03-04 18:01:48.354721,Mode,ordinateur portable,Jacket Homme-Automne noir
431,Rachid Lahlou,rachid.lahlou@hotmail.com,57,Marrakech,Homme,2020-03-20,2024-04-02 06:29:13.989792,Mode,ordinateur portable,Jacket Homme-Automne noir
432,Houda El Haddadi,houda.el haddadi@yahoo.fr,63,Kénitra,Femme,2020-09-07,2024-01-07 01:23:13.392082,Électronique,ordinateur portable,Razer CLAVIER GAMING Cynosa Lite – French Layout
433,Najib Boughaleb,najib.boughaleb@hotmail.com,36,Fès,Homme,2021-12-16,2024-06-30 16:43:40.867397,Sport,téléphone,Adidas Chaussure Court Blanc
434,Amina Bouazzaoui,amina.bouazzaoui@gmail.com,38,Tanger,Femme,2023-11-14,2024-10-24 02:41:28.952145,Mode,téléphone,Birkenstock Arizona Big Buckle Nubuck Leather Burnt Orange
435,Reda Chaoui,reda.chaoui@yahoo.fr,47,El Jadida,Homme,2021-02-07,2024-01-27 18:09:20.315426,Électronique,téléphone,Console de jeu TV HDMI 4K DDR3 256MB intégrée + 20000 jeux rétro + 2 manettes de jeu sans fil
436,Souad Tabit,souad.tabit@gmail.com,35,Tanger,Femme,2020-10-28,2024-07-17 12:04:17.498231,Beauté,téléphone,"Now Foods GTF Chrome (Chromium), 200 mcg, 250 comprimés"
437,Hamza Moutawakel,hamza.moutawakel@hotmail.com,68,Tétouan,Homme,2024-11-07,2024-10-27 17:56:12.792344,Électronique,ordinateur portable,Data Frog 4K HD Video Game Console 2.4G Double Wireless Controller For PS1/FC/GBA 10000 Games Stick
438,Souhail Mouhtad,souhail.mouhtad@gmail.com,59,Agadir,Homme,2022-11-28,2024-08-20 09:09:50.533492,Électronique,téléphone,"Data Frog Console de jeu vidéo rétro M15, 2.4 Go, 64 Go, manettes sans fil pour touristes, sortie HD"
439,Anas El Harti,anas.el harti@yahoo.fr,35,El Jadida,Homme,2024-10-10,2024-06-25 02:51:36.489109,Électronique,ordinateur portable,Data Frog Console de Jeu Vidéo Portable Rétro Jeux Bâton TV Bâton 4K Lite USB Jeux pour Gameboy Sega PS1 NES GBA SNES
440,Chaymae Mouline,chaymae.mouline@yahoo.fr,56,Meknès,Femme,2023-06-27,2024-01-22 03:32:11.380580,Électronique,téléphone,Casque Bluetooth 5.0 Pour Chat Music Headset Cat Ear Headphones Wireless
441,Salma Taoufik,salma.taoufik@gmail.com,24,Rabat,Femme,2021-09-04,2024-03-01 13:05:12.973441,Électronique,ordinateur portable,Lampe de travail à distance avec musique USB
442,Souad Guennoun,souad.guennoun@hotmail.com,49,Meknès,Femme,2023-07-24,2024-03-30 19:08:59.490199,Sport,ordinateur portable,Adidas Chaussure Court Blanc
443,Jawad Aït Said,jawad.aït said@yahoo.fr,52,Agadir,Homme,2022-06-28,2024-06-07 08:11:58.825965,Sport,ordinateur portable,Adidas Chaussure Court Blanc
444,Hassan Chami,hassan.chami@gmail.com,28,Nador,Homme,2024-02-24,2024-05-07 21:33:39.651847,Maison,téléphone,Tableau moderne fleur jaune et doré 1 Pièce
445,Malak El Hiba,malak.el hiba@gmail.com,41,Kénitra,Femme,2022-05-14,2024-07-05 23:30:07.930588,Sport,ordinateur portable,Adidas Chaussure Court Blanc
446,Najib Bouanani,najib.bouanani@yahoo.fr,52,Meknès,Homme,2021-02-16,2024-07-27 21:11:15.377878,Sport,téléphone,Adidas Chaussure Court Blanc
447,El Mehdi El Baz,el mehdi.el baz@gmail.com,41,Rabat,Homme,2024-06-07,2024-11-10 14:48:27.601742,Mode,ordinateur portable,Jacket Homme-Automne noir
448,Latifa Alami,latifa.alami@gmail.com,18,Rabat,Femme,2024-08-14,2024-09-13 09:13:41.477224,Électronique,ordinateur portable,Sony Casque-micro sans fil PS5 Pulse 3D Noir
449,Yacine El Kabbaj,yacine.el kabbaj@hotmail.com,36,Taza,Homme,2020-11-26,2024-01-03 03:35:02.226933,Sport,ordinateur portable,Adidas Chaussure Court Blanc
450,Anas Derkaoui,anas.derkaoui@yahoo.fr,64,Oujda,Homme,2021-03-14,2024-03-17 10:15:39.695830,Mode,ordinateur portable,Birkenstock Arizona Big Buckle Nubuck Leather Burnt Orange
451,Farouk Najmi,farouk.najmi@hotmail.com,19,Tétouan,Homme,2023-10-31,2024-08-18 01:25:18.094798,Maison,ordinateur portable,Echolink 43 Smart TV Frameless FHD-43SK12-1080P - Récepteur Intégré - HDMI
452,Ibtissam Tabit,ibtissam.tabit@gmail.com,64,Tanger,Femme,2023-01-22,2024-05-05 08:30:09.405368,Beauté,téléphone,L'Oréal Paris Offre spéciale Écran Visage UV Defender à l'acide hyaluronique SPF 50+ Moisture Fresh = Trousse Offerte
453,Salma Laalami,salma.laalami@yahoo.fr,64,Kénitra,Femme,2024-09-09,2024-10-26 06:09:10.873978,Électronique,ordinateur portable,Data Frog Console de Jeu Vidéo Portable Rétro Jeux Bâton TV Bâton 4K Lite USB Jeux pour Gameboy Sega PS1 NES GBA SNES
454,Mounia Chami,mounia.chami@yahoo.fr,50,Casablanca,Femme,2024-07-02,2024-05-11 13:46:46.251834,Maison,téléphone,Tableau moderne fleur jaune et doré 1 Pièce
455,Karim Berrada,karim.berrada@yahoo.fr,28,Taza,Homme,2020-05-12,2024-11-08 06:02:50.302562,Mode,ordinateur portable,Jacket Homme-Automne noir
456,Asmae Essakalli,asmae.essakalli@yahoo.fr,53,Beni Mellal,Femme,2021-11-02,2024-07-11 14:42:32.209162,Électronique,téléphone,"Logitech G102 Souris Gaming légère avec éclairage RVB personnalisable, 6 boutons programmables, capteur de qualité de jeu, suivi 8 K dpi, couleur 16,8 mn, poids léger - Noir"
457,Chaymae Boulmaaz,chaymae.boulmaaz@yahoo.fr,24,Marrakech,Femme,2022-10-26,2024-08-31 07:57:11.495386,Beauté,téléphone,Pretty by Flormar Crayon à sourcils Styler 401 Blonde
458,Imran El Bouziani,imran.el bouziani@gmail.com,20,Safi,Homme,2021-05-31,2024-01-21 16:39:13.804248,Mode,téléphone,Jacket Homme-Automne noir
459,Laila Guennoun,laila.guennoun@yahoo.fr,24,Taza,Femme,2020-05-01,2024-05-18 23:12:52.621803,Beauté,téléphone,L'Oréal Paris Offre spéciale Écran Visage UV Defender à l'acide hyaluronique SPF 50+ Moisture Fresh = Trousse Offerte
460,Hafsa Najmi,hafsa.najmi@yahoo.fr,38,Casablanca,Femme,2023-10-25,2024-02-14 03:05:36.224633,Maison,ordinateur portable,"Mellerware Batteur Mixeur Mélangeur MHM-301 5 Vitesses, 2 Fouets Métalliques - 2 ans de garantie"
461,Siham El Mansouri,siham.el mansouri@yahoo.fr,40,Oujda,Femme,2022-07-07,2024-04-05 03:33:43.827716,Beauté,ordinateur portable,"Now Foods GTF Chrome (Chromium), 200 mcg, 250 comprimés"
462,Said Chaoui,said.chaoui@yahoo.fr,68,El Jadida,Homme,2021-11-18,2024-09-15 15:10:02.811348,Mode,ordinateur portable,Jacket Homme-Automne noir
463,Farah Amrani,farah.amrani@hotmail.com,27,Casablanca,Femme,2021-03-07,2024-09-07 20:53:20.966878,Mode,ordinateur portable,Birkenstock Arizona Big Buckle Nubuck Leather Burnt Orange
464,Hicham Fares,hicham.fares@hotmail.com,61,Khouribga,Homme,2023-02-21,2024-10-03 14:34:34.415491,Électronique,téléphone,"Data Frog Console de jeu vidéo rétro M15, 2.4 Go, 64 Go, manettes sans fil pour touristes, sortie HD"
465,Nizar Lemrabet,nizar.lemrabet@yahoo.fr,28,Nador,Homme,2023-08-07,2024-10-21 03:35:05.719667,Maison,ordinateur portable,Tableau moderne fleur jaune et doré 1 Pièce
466,Othman El Morabit,othman.el morabit@hotmail.com,49,Beni Mellal,Homme,2021-09-09,2024-05-20 07:23:27.175208,Mode,téléphone,Birkenstock Arizona Big Buckle Nubuck Leather Burnt Orange
467,Farah Boughaleb,farah.boughaleb@yahoo.fr,64,Oujda,Femme,2024-09-20,2024-02-12 08:36:47.802720,Sport,ordinateur portable,Adidas Chaussure Court Blanc
468,Rim El Kaidi,rim.el kaidi@hotmail.com,19,Taza,Femme,2022-10-25,2024-09-17 09:12:05.962960,Beauté,téléphone,"Now Foods GTF Chrome (Chromium), 200 mcg, 250 comprimés"
469,Badr Chaoui,badr.chaoui@yahoo.fr,22,Kénitra,Homme,2023-06-07,2024-01-18 04:00:19.952266,Sport,ordinateur portable,Adidas Chaussure Court Blanc
470,Amine Chaoui,amine.chaoui@hotmail.com,68,Marrakech,Homme,2024-07-08,2024-08-11 00:38:20.038484,Sport,ordinateur portable,Adidas Chaussure Court Blanc
471,Samir Mekouar,samir.mekouar@hotmail.com,31,Fès,Homme,2023-09-28,2024-07-10 03:39:19.415148,Électronique,téléphone,Sony Casque-micro sans fil PS5 Pulse 3D Noir
472,Houda El Ghazoui,houda.el ghazoui@gmail.com,23,Nador,Femme,2023-02-23,2024-06-28 03:09:38.823023,Beauté,ordinateur portable,Garnier Pack SkinActive Vitamine C - Sérum Visage 30ml + Gel Nettoyant 50 ml + Crème de jour éclaircissante + SPF25 à La Vitamine C
473,Aziz Qachchach,aziz.qachchach@hotmail.com,67,Agadir,Homme,2021-07-16,2024-09-26 03:01:09.994366,Mode,ordinateur portable,Birkenstock Arizona Big Buckle Nubuck Leather Burnt Orange
474,Salwa Ben El Mahjoub,salwa.ben el mahjoub@hotmail.com,58,Safi,Femme,2020-09-11,2024-09-06 13:54:02.144281,Sport,ordinateur portable,Adidas Chaussure Court Blanc
475,Latifa Belghazi,latifa.belghazi@yahoo.fr,46,Khouribga,Femme,2023-03-08,2024-10-20 18:07:15.155052,Beauté,ordinateur portable,Garnier Pack SkinActive Vitamine C - Sérum Visage 30ml + Gel Nettoyant 50 ml + Crème de jour éclaircissante + SPF25 à La Vitamine C
476,Siham Benchekroun,siham.benchekroun@yahoo.fr,36,Casablanca,Femme,2021-12-04,2024-09-19 06:30:58.292657,Beauté,ordinateur portable,"Now Foods GTF Chrome (Chromium), 200 mcg, 250 comprimés"
477,Houda Moutawakel,houda.moutawakel@gmail.com,18,Casablanca,Femme,2022-10-10,2024-06-11 03:19:02.537086,Électronique,ordinateur portable,"Console de jeu vidéo sans fil, écran HD 4K 64Gb HDMI avec 10000 jeux + 2 Manettes"
478,Siham Maaroufi,siham.maaroufi@gmail.com,36,Casablanca,Femme,2024-03-17,2024-02-23 12:14:08.537119,Maison,téléphone,"Mellerware Batteur Mixeur Mélangeur MHM-301 5 Vitesses, 2 Fouets Métalliques - 2 ans de garantie"
479,Aya Sbaai,aya.sbaai@hotmail.com,24,Oujda,Femme,2024-08-07,2024-10-22 12:49:10.471118,Maison,ordinateur portable,Tableau moderne fleur jaune et doré 1 Pièce
480,Marwa Guennoun,marwa.guennoun@hotmail.com,49,Beni Mellal,Femme,2021-09-04,2024-05-11 12:08:25.072011,Mode,ordinateur portable,Birkenstock Arizona Big Buckle Nubuck Leather Burnt Orange
481,Sara Ouaziz,sara.ouaziz@gmail.com,65,Kénitra,Femme,2022-03-03,2024-10-24 03:22:26.804194,Électronique,ordinateur portable,Xtrike Souris USB Gamer Optical GM-510 avec 7 boutons et 4800 DPI
482,Fouad Essoufi,fouad.essoufi@yahoo.fr,29,Oujda,Homme,2022-03-15,2024-07-21 12:33:12.288858,Sport,téléphone,Adidas Chaussure Court Blanc
483,Said Mouline,said.mouline@gmail.com,35,Meknès,Homme,2023-10-12,2024-01-17 09:53:09.328629,Maison,ordinateur portable,Elit MARMITE POUR LES PÂTES
484,Amina Benchekroun,amina.benchekroun@hotmail.com,37,Fès,Femme,2020-04-08,2024-02-28 20:43:12.797712,Électronique,ordinateur portable,Data Frog 4K HD Console de jeu vidéo 2.4G Double contrôleur sans fil
485,Malak Belghazi,malak.belghazi@gmail.com,24,Agadir,Femme,2022-06-14,2024-09-21 06:51:49.690796,Maison,téléphone,Echolink 43 Smart TV Frameless FHD-43SK12-1080P - Récepteur Intégré - HDMI
486,Hanane El Kaidi,hanane.el kaidi@gmail.com,27,Safi,Femme,2022-08-08,2024-04-05 10:34:20.777979,Électronique,téléphone,"Logitech R500s, télécommande de présentation laser, Bluetooth, récepteur USB-A, cliqueur de présentation avec pointeur laser pour PowerPoint, Google Slides, pour Windows/MacOS"
487,Nawal Bouabid,nawal.bouabid@hotmail.com,30,Kénitra,Femme,2023-05-07,2024-04-25 02:44:29.692942,Électronique,téléphone,"Console de jeu vidéo sans fil, écran HD 4K 64Gb HDMI avec 20000 jeux + 2 Manettes"
488,Mounia El Mansouri,mounia.el mansouri@gmail.com,22,Rabat,Femme,2024-10-12,2024-07-22 09:46:38.089108,Mode,ordinateur portable,Jacket Homme-Automne noir
489,Saad Benyahia,saad.benyahia@yahoo.fr,47,Safi,Homme,2020-01-06,2024-03-04 00:24:48.635500,Maison,téléphone,Echolink 43 Smart TV Frameless FHD-43SK12-1080P - Récepteur Intégré - HDMI
490,Maha Daki,maha.daki@gmail.com,65,Nador,Femme,2023-09-27,2024-02-27 23:27:40.581110,Électronique,téléphone,"Console de jeux vidéo rétro 400 en 1, écran LCD de 3.0 pouces"
491,Mahdi El Idrissi,mahdi.el idrissi@gmail.com,27,Tanger,Homme,2020-08-24,2024-01-16 09:37:33.485324,Maison,téléphone,"Mellerware Batteur Mixeur Mélangeur MHM-301 5 Vitesses, 2 Fouets Métalliques - 2 ans de garantie"
492,Rachid Lahlou,rachid.lahlou@yahoo.fr,26,Meknès,Homme,2021-08-16,2024-05-08 21:23:59.353642,Maison,téléphone,Tableau moderne fleur jaune et doré 1 Pièce
493,Zakaria Derkaoui,zakaria.derkaoui@yahoo.fr,51,Tanger,Homme,2022-01-10,2024-11-10 06:05:46.038185,Sport,ordinateur portable,Adidas Chaussure Court Blanc
494,Mounir Chahboun,mounir.chahboun@hotmail.com,61,Fès,Homme,2020-02-04,2024-09-10 13:26:19.665997,Électronique,ordinateur portable,"Console de jeu vidéo sans fil, écran HD 4K 64Gb HDMI avec 10000 jeux + 2 Manettes"
495,Khouloud Bouabid,khouloud.bouabid@yahoo.fr,59,Tétouan,Femme,2022-08-19,2024-09-15 03:14:38.460545,Sport,téléphone,Adidas Chaussure Court Blanc
496,Yasmine Chaoui,yasmine.chaoui@yahoo.fr,24,Khouribga,Femme,2023-12-06,2024-10-06 14:11:49.868247,Sport,ordinateur portable,Adidas Chaussure Court Blanc
497,Yassine Laalami,yassine.laalami@hotmail.com,57,Beni Mellal,Homme,2020-05-06,2024-08-07 14:18:52.555027,Maison,ordinateur portable,"Mellerware Batteur Mixeur Mélangeur MHM-301 5 Vitesses, 2 Fouets Métalliques - 2 ans de garantie"
498,Rania El Ghazoui,rania.el ghazoui@gmail.com,30,Beni Mellal,Femme,2021-10-10,2024-10-06 10:01:27.483397,Maison,téléphone,Echolink 43 Smart TV Frameless FHD-43SK12-1080P - Récepteur Intégré - HDMI
499,Ayoub Chami,ayoub.chami@gmail.com,20,Rabat,Homme,2021-04-17,2024-05-31 16:33:21.222671,Électronique,téléphone,Ge Souris Wired Gaming RGB - Noir
500,Yasmine Abbadi,yasmine.abbadi@yahoo.fr,40,Rabat,Femme,2020-02-06,2024-03-10 02:37:24.464852,Maison,ordinateur portable,Tableau moderne fleur jaune et doré 1 Pièce
